,name,classname,x1,y1,x2,y2,image
10,maksssksksss514.png,face_with_mask,333,51,346,70,"[[[213 210 209]
  [212 210 210]
  [210 211 209]
  ...
  [131 135 137]
  [ 98 100  97]
  [100 100  93]]

 [[210 211 208]
  [210 210 209]
  [210 210 209]
  ...
  [145 146 151]
  [113 114 114]
  [104 103 100]]

 [[210 211 209]
  [210 211 209]
  [210 210 209]
  ...
  [120 115 117]
  [116 115 116]
  [109 106 104]]

 ...

 [[ 16  19  24]
  [ 19  21  29]
  [ 20  22  30]
  ...
  [192 195 198]
  [192 195 198]
  [191 195 198]]

 [[ 16  19  24]
  [ 19  20  29]
  [ 20  21  31]
  ...
  [193 197 200]
  [193 197 199]
  [192 197 199]]

 [[ 16  19  24]
  [ 19  21  30]
  [ 20  22  31]
  ...
  [193 198 201]
  [193 198 201]
  [193 198 200]]]"
11,maksssksksss514.png,face_with_mask,375,47,386,63,"[[[213 210 209]
  [212 210 210]
  [210 211 209]
  ...
  [131 135 137]
  [ 98 100  97]
  [100 100  93]]

 [[210 211 208]
  [210 210 209]
  [210 210 209]
  ...
  [145 146 151]
  [113 114 114]
  [104 103 100]]

 [[210 211 209]
  [210 211 209]
  [210 210 209]
  ...
  [120 115 117]
  [116 115 116]
  [109 106 104]]

 ...

 [[ 16  19  24]
  [ 19  21  29]
  [ 20  22  30]
  ...
  [192 195 198]
  [192 195 198]
  [191 195 198]]

 [[ 16  19  24]
  [ 19  20  29]
  [ 20  21  31]
  ...
  [193 197 200]
  [193 197 199]
  [192 197 199]]

 [[ 16  19  24]
  [ 19  21  30]
  [ 20  22  31]
  ...
  [193 198 201]
  [193 198 201]
  [193 198 200]]]"
12,maksssksksss514.png,mask_weared_incorrect,386,44,400,64,"[[[213 210 209]
  [212 210 210]
  [210 211 209]
  ...
  [131 135 137]
  [ 98 100  97]
  [100 100  93]]

 [[210 211 208]
  [210 210 209]
  [210 210 209]
  ...
  [145 146 151]
  [113 114 114]
  [104 103 100]]

 [[210 211 209]
  [210 211 209]
  [210 210 209]
  ...
  [120 115 117]
  [116 115 116]
  [109 106 104]]

 ...

 [[ 16  19  24]
  [ 19  21  29]
  [ 20  22  30]
  ...
  [192 195 198]
  [192 195 198]
  [191 195 198]]

 [[ 16  19  24]
  [ 19  20  29]
  [ 20  21  31]
  ...
  [193 197 200]
  [193 197 199]
  [192 197 199]]

 [[ 16  19  24]
  [ 19  21  30]
  [ 20  22  31]
  ...
  [193 198 201]
  [193 198 201]
  [193 198 200]]]"
13,maksssksksss500.png,face_with_mask,113,230,216,368,"[[[ 81 112 163]
  [ 83 111 165]
  [ 82 111 165]
  ...
  [ 80 106 158]
  [ 79 105 157]
  [ 79 106 158]]

 [[ 81 112 164]
  [ 83 111 165]
  [ 82 111 165]
  ...
  [ 79 105 157]
  [ 79 105 157]
  [ 79 106 158]]

 [[ 82 112 164]
  [ 83 111 165]
  [ 82 112 165]
  ...
  [ 79 105 157]
  [ 79 105 157]
  [ 79 106 158]]

 ...

 [[ 35  38  43]
  [ 34  37  44]
  [ 36  37  45]
  ...
  [181 191 199]
  [182 192 201]
  [185 195 203]]

 [[ 34  39  44]
  [ 36  40  47]
  [ 35  37  45]
  ...
  [174 184 196]
  [175 186 196]
  [176 187 197]]

 [[ 34  40  44]
  [ 36  40  46]
  [ 35  39  44]
  ...
  [166 181 189]
  [166 182 188]
  [168 184 189]]]"
14,maksssksksss266.png,face_with_mask,74,205,180,330,"[[[ 25  30  25]
  [ 25  30  26]
  [ 26  30  28]
  ...
  [108 119 107]
  [108 117 106]
  [108 118 108]]

 [[ 22  28  23]
  [ 25  30  27]
  [ 27  31  29]
  ...
  [110 121 108]
  [107 117 107]
  [108 118 108]]

 [[ 18  26  22]
  [ 22  28  25]
  [ 26  32  29]
  ...
  [125 135 121]
  [122 134 120]
  [122 133 120]]

 ...

 [[175 175 169]
  [179 177 174]
  [179 177 174]
  ...
  [198 196 196]
  [196 195 192]
  [195 195 191]]

 [[177 178 169]
  [183 178 176]
  [181 178 175]
  ...
  [202 200 199]
  [198 198 196]
  [197 197 195]]

 [[176 179 169]
  [181 179 175]
  [180 179 174]
  ...
  [200 203 197]
  [198 201 194]
  [197 201 193]]]"
15,maksssksksss716.png,face_no_mask,101,174,209,299,"[[[250 255 252]
  [252 255 255]
  [252 255 255]
  ...
  [208 209 197]
  [208 210 198]
  [211 213 199]]

 [[249 255 252]
  [252 255 255]
  [252 255 255]
  ...
  [207 208 196]
  [208 210 196]
  [209 211 197]]

 [[249 254 251]
  [252 254 253]
  [252 254 253]
  ...
  [205 208 195]
  [205 208 195]
  [207 209 195]]

 ...

 [[ 47  55  58]
  [ 44  50  54]
  [ 44  51  53]
  ...
  [ 32  42  42]
  [ 33  42  41]
  [ 33  43  43]]

 [[ 45  55  57]
  [ 46  54  56]
  [ 47  55  55]
  ...
  [ 35  45  45]
  [ 36  46  46]
  [ 37  48  46]]

 [[ 50  60  59]
  [ 49  59  58]
  [ 45  56  53]
  ...
  [ 35  46  43]
  [ 37  47  45]
  [ 39  50  46]]]"
16,maksssksksss702.png,face_with_mask,9,170,60,229,"[[[159 138 135]
  [156 133 128]
  [146 122 114]
  ...
  [244 190 146]
  [247 194 152]
  [249 197 157]]

 [[157 136 133]
  [154 131 126]
  [146 122 114]
  ...
  [246 189 146]
  [247 194 150]
  [248 196 156]]

 [[156 132 130]
  [150 127 122]
  [145 121 113]
  ...
  [246 187 145]
  [246 192 148]
  [247 194 152]]

 ...

 [[172  42  46]
  [174  43  49]
  [174  43  51]
  ...
  [149 148 146]
  [146 145 141]
  [153 149 146]]

 [[174  38  44]
  [175  38  46]
  [174  39  48]
  ...
  [147 146 144]
  [142 141 137]
  [141 140 136]]

 [[175  40  46]
  [173  38  45]
  [175  38  48]
  ...
  [144 144 142]
  [139 140 135]
  [133 134 129]]]"
17,maksssksksss702.png,face_with_mask,165,90,202,124,"[[[159 138 135]
  [156 133 128]
  [146 122 114]
  ...
  [244 190 146]
  [247 194 152]
  [249 197 157]]

 [[157 136 133]
  [154 131 126]
  [146 122 114]
  ...
  [246 189 146]
  [247 194 150]
  [248 196 156]]

 [[156 132 130]
  [150 127 122]
  [145 121 113]
  ...
  [246 187 145]
  [246 192 148]
  [247 194 152]]

 ...

 [[172  42  46]
  [174  43  49]
  [174  43  51]
  ...
  [149 148 146]
  [146 145 141]
  [153 149 146]]

 [[174  38  44]
  [175  38  46]
  [174  39  48]
  ...
  [147 146 144]
  [142 141 137]
  [141 140 136]]

 [[175  40  46]
  [173  38  45]
  [175  38  48]
  ...
  [144 144 142]
  [139 140 135]
  [133 134 129]]]"
18,maksssksksss702.png,face_with_mask,175,175,244,260,"[[[159 138 135]
  [156 133 128]
  [146 122 114]
  ...
  [244 190 146]
  [247 194 152]
  [249 197 157]]

 [[157 136 133]
  [154 131 126]
  [146 122 114]
  ...
  [246 189 146]
  [247 194 150]
  [248 196 156]]

 [[156 132 130]
  [150 127 122]
  [145 121 113]
  ...
  [246 187 145]
  [246 192 148]
  [247 194 152]]

 ...

 [[172  42  46]
  [174  43  49]
  [174  43  51]
  ...
  [149 148 146]
  [146 145 141]
  [153 149 146]]

 [[174  38  44]
  [175  38  46]
  [174  39  48]
  ...
  [147 146 144]
  [142 141 137]
  [141 140 136]]

 [[175  40  46]
  [173  38  45]
  [175  38  48]
  ...
  [144 144 142]
  [139 140 135]
  [133 134 129]]]"
19,maksssksksss702.png,face_with_mask,303,127,360,191,"[[[159 138 135]
  [156 133 128]
  [146 122 114]
  ...
  [244 190 146]
  [247 194 152]
  [249 197 157]]

 [[157 136 133]
  [154 131 126]
  [146 122 114]
  ...
  [246 189 146]
  [247 194 150]
  [248 196 156]]

 [[156 132 130]
  [150 127 122]
  [145 121 113]
  ...
  [246 187 145]
  [246 192 148]
  [247 194 152]]

 ...

 [[172  42  46]
  [174  43  49]
  [174  43  51]
  ...
  [149 148 146]
  [146 145 141]
  [153 149 146]]

 [[174  38  44]
  [175  38  46]
  [174  39  48]
  ...
  [147 146 144]
  [142 141 137]
  [141 140 136]]

 [[175  40  46]
  [173  38  45]
  [175  38  48]
  ...
  [144 144 142]
  [139 140 135]
  [133 134 129]]]"
20,maksssksksss702.png,mask_weared_incorrect,340,66,380,111,"[[[159 138 135]
  [156 133 128]
  [146 122 114]
  ...
  [244 190 146]
  [247 194 152]
  [249 197 157]]

 [[157 136 133]
  [154 131 126]
  [146 122 114]
  ...
  [246 189 146]
  [247 194 150]
  [248 196 156]]

 [[156 132 130]
  [150 127 122]
  [145 121 113]
  ...
  [246 187 145]
  [246 192 148]
  [247 194 152]]

 ...

 [[172  42  46]
  [174  43  49]
  [174  43  51]
  ...
  [149 148 146]
  [146 145 141]
  [153 149 146]]

 [[174  38  44]
  [175  38  46]
  [174  39  48]
  ...
  [147 146 144]
  [142 141 137]
  [141 140 136]]

 [[175  40  46]
  [173  38  45]
  [175  38  48]
  ...
  [144 144 142]
  [139 140 135]
  [133 134 129]]]"
21,maksssksksss702.png,face_with_mask,379,63,408,98,"[[[159 138 135]
  [156 133 128]
  [146 122 114]
  ...
  [244 190 146]
  [247 194 152]
  [249 197 157]]

 [[157 136 133]
  [154 131 126]
  [146 122 114]
  ...
  [246 189 146]
  [247 194 150]
  [248 196 156]]

 [[156 132 130]
  [150 127 122]
  [145 121 113]
  ...
  [246 187 145]
  [246 192 148]
  [247 194 152]]

 ...

 [[172  42  46]
  [174  43  49]
  [174  43  51]
  ...
  [149 148 146]
  [146 145 141]
  [153 149 146]]

 [[174  38  44]
  [175  38  46]
  [174  39  48]
  ...
  [147 146 144]
  [142 141 137]
  [141 140 136]]

 [[175  40  46]
  [173  38  45]
  [175  38  48]
  ...
  [144 144 142]
  [139 140 135]
  [133 134 129]]]"
22,maksssksksss702.png,face_with_mask,433,61,471,105,"[[[159 138 135]
  [156 133 128]
  [146 122 114]
  ...
  [244 190 146]
  [247 194 152]
  [249 197 157]]

 [[157 136 133]
  [154 131 126]
  [146 122 114]
  ...
  [246 189 146]
  [247 194 150]
  [248 196 156]]

 [[156 132 130]
  [150 127 122]
  [145 121 113]
  ...
  [246 187 145]
  [246 192 148]
  [247 194 152]]

 ...

 [[172  42  46]
  [174  43  49]
  [174  43  51]
  ...
  [149 148 146]
  [146 145 141]
  [153 149 146]]

 [[174  38  44]
  [175  38  46]
  [174  39  48]
  ...
  [147 146 144]
  [142 141 137]
  [141 140 136]]

 [[175  40  46]
  [173  38  45]
  [175  38  48]
  ...
  [144 144 142]
  [139 140 135]
  [133 134 129]]]"
23,maksssksksss702.png,face_with_mask,477,78,536,133,"[[[159 138 135]
  [156 133 128]
  [146 122 114]
  ...
  [244 190 146]
  [247 194 152]
  [249 197 157]]

 [[157 136 133]
  [154 131 126]
  [146 122 114]
  ...
  [246 189 146]
  [247 194 150]
  [248 196 156]]

 [[156 132 130]
  [150 127 122]
  [145 121 113]
  ...
  [246 187 145]
  [246 192 148]
  [247 194 152]]

 ...

 [[172  42  46]
  [174  43  49]
  [174  43  51]
  ...
  [149 148 146]
  [146 145 141]
  [153 149 146]]

 [[174  38  44]
  [175  38  46]
  [174  39  48]
  ...
  [147 146 144]
  [142 141 137]
  [141 140 136]]

 [[175  40  46]
  [173  38  45]
  [175  38  48]
  ...
  [144 144 142]
  [139 140 135]
  [133 134 129]]]"
24,maksssksksss702.png,face_with_mask,569,37,592,67,"[[[159 138 135]
  [156 133 128]
  [146 122 114]
  ...
  [244 190 146]
  [247 194 152]
  [249 197 157]]

 [[157 136 133]
  [154 131 126]
  [146 122 114]
  ...
  [246 189 146]
  [247 194 150]
  [248 196 156]]

 [[156 132 130]
  [150 127 122]
  [145 121 113]
  ...
  [246 187 145]
  [246 192 148]
  [247 194 152]]

 ...

 [[172  42  46]
  [174  43  49]
  [174  43  51]
  ...
  [149 148 146]
  [146 145 141]
  [153 149 146]]

 [[174  38  44]
  [175  38  46]
  [174  39  48]
  ...
  [147 146 144]
  [142 141 137]
  [141 140 136]]

 [[175  40  46]
  [173  38  45]
  [175  38  48]
  ...
  [144 144 142]
  [139 140 135]
  [133 134 129]]]"
25,maksssksksss702.png,face_with_mask,367,192,437,259,"[[[159 138 135]
  [156 133 128]
  [146 122 114]
  ...
  [244 190 146]
  [247 194 152]
  [249 197 157]]

 [[157 136 133]
  [154 131 126]
  [146 122 114]
  ...
  [246 189 146]
  [247 194 150]
  [248 196 156]]

 [[156 132 130]
  [150 127 122]
  [145 121 113]
  ...
  [246 187 145]
  [246 192 148]
  [247 194 152]]

 ...

 [[172  42  46]
  [174  43  49]
  [174  43  51]
  ...
  [149 148 146]
  [146 145 141]
  [153 149 146]]

 [[174  38  44]
  [175  38  46]
  [174  39  48]
  ...
  [147 146 144]
  [142 141 137]
  [141 140 136]]

 [[175  40  46]
  [173  38  45]
  [175  38  48]
  ...
  [144 144 142]
  [139 140 135]
  [133 134 129]]]"
26,maksssksksss702.png,face_no_mask,221,57,248,81,"[[[159 138 135]
  [156 133 128]
  [146 122 114]
  ...
  [244 190 146]
  [247 194 152]
  [249 197 157]]

 [[157 136 133]
  [154 131 126]
  [146 122 114]
  ...
  [246 189 146]
  [247 194 150]
  [248 196 156]]

 [[156 132 130]
  [150 127 122]
  [145 121 113]
  ...
  [246 187 145]
  [246 192 148]
  [247 194 152]]

 ...

 [[172  42  46]
  [174  43  49]
  [174  43  51]
  ...
  [149 148 146]
  [146 145 141]
  [153 149 146]]

 [[174  38  44]
  [175  38  46]
  [174  39  48]
  ...
  [147 146 144]
  [142 141 137]
  [141 140 136]]

 [[175  40  46]
  [173  38  45]
  [175  38  48]
  ...
  [144 144 142]
  [139 140 135]
  [133 134 129]]]"
27,maksssksksss845.png,face_with_mask,101,197,180,306,"[[[223 202 150]
  [174 150 110]
  [135 109  79]
  ...
  [236 220 204]
  [232 216 198]
  [234 216 201]]

 [[137 114  77]
  [122  96  66]
  [108  82  60]
  ...
  [229 213 192]
  [215 199 177]
  [207 189 166]]

 [[104  82  61]
  [109  85  70]
  [148 126 113]
  ...
  [177 151 117]
  [153 126  92]
  [143 116  81]]

 ...

 [[ 66  68  79]
  [ 65  66  78]
  [ 61  62  73]
  ...
  [198 178 155]
  [196 175 152]
  [195 174 153]]

 [[ 57  61  71]
  [ 67  70  82]
  [ 66  67  78]
  ...
  [198 176 154]
  [194 174 150]
  [193 174 151]]

 [[ 69  75  82]
  [ 67  71  80]
  [ 65  69  77]
  ...
  [194 177 149]
  [194 178 149]
  [195 180 151]]]"
28,maksssksksss689.png,face_with_mask,293,153,361,212,"[[[228 232 235]
  [229 233 236]
  [228 232 235]
  ...
  [228 230 229]
  [227 229 228]
  [226 228 227]]

 [[228 232 235]
  [229 233 236]
  [228 232 235]
  ...
  [228 230 229]
  [228 230 229]
  [226 228 227]]

 [[228 232 235]
  [229 233 236]
  [228 232 235]
  ...
  [229 231 230]
  [228 230 229]
  [227 229 228]]

 ...

 [[197 196 201]
  [197 196 201]
  [197 196 201]
  ...
  [203 203 201]
  [203 203 201]
  [203 203 201]]

 [[197 196 201]
  [197 196 201]
  [198 197 202]
  ...
  [203 203 201]
  [203 203 201]
  [203 203 201]]

 [[197 196 201]
  [197 196 201]
  [197 196 201]
  ...
  [203 203 201]
  [203 203 201]
  [203 203 201]]]"
29,maksssksksss851.png,face_with_mask,66,205,156,330,"[[[133 129 122]
  [137 129 126]
  [140 133 131]
  ...
  [ 96  89  79]
  [ 95  89  82]
  [ 97  89  83]]

 [[133 135 125]
  [137 134 130]
  [137 135 132]
  ...
  [ 94  86  77]
  [ 93  87  78]
  [ 95  87  79]]

 [[135 140 134]
  [136 138 136]
  [137 139 137]
  ...
  [ 90  83  73]
  [ 90  83  74]
  [ 91  83  75]]

 ...

 [[253 255 252]
  [254 254 254]
  [254 254 253]
  ...
  [254 254 254]
  [254 254 254]
  [255 255 255]]

 [[253 255 252]
  [254 254 254]
  [254 254 253]
  ...
  [254 254 254]
  [255 255 255]
  [255 255 255]]

 [[254 255 253]
  [254 255 253]
  [253 255 252]
  ...
  [253 255 253]
  [252 255 252]
  [251 255 251]]]"
30,maksssksksss138.png,face_with_mask,51,144,128,239,"[[[207 209 208]
  [198 200 199]
  [222 224 223]
  ...
  [200 201 200]
  [198 200 199]
  [199 200 199]]

 [[203 204 203]
  [208 210 209]
  [232 233 232]
  ...
  [199 200 199]
  [198 200 198]
  [199 200 199]]

 [[205 207 206]
  [222 223 222]
  [239 240 239]
  ...
  [193 194 194]
  [193 194 194]
  [195 196 196]]

 ...

 [[173 173 171]
  [172 172 171]
  [172 171 170]
  ...
  [ 10  11  13]
  [  9  11  12]
  [  8   9  12]]

 [[169 168 167]
  [168 168 166]
  [167 167 165]
  ...
  [ 10  11  13]
  [  9  11  12]
  [  8   9  12]]

 [[166 166 164]
  [165 165 163]
  [166 166 164]
  ...
  [  9   9  12]
  [  8   9  12]
  [  8   9  12]]]"
31,maksssksksss138.png,face_with_mask,147,169,217,233,"[[[207 209 208]
  [198 200 199]
  [222 224 223]
  ...
  [200 201 200]
  [198 200 199]
  [199 200 199]]

 [[203 204 203]
  [208 210 209]
  [232 233 232]
  ...
  [199 200 199]
  [198 200 198]
  [199 200 199]]

 [[205 207 206]
  [222 223 222]
  [239 240 239]
  ...
  [193 194 194]
  [193 194 194]
  [195 196 196]]

 ...

 [[173 173 171]
  [172 172 171]
  [172 171 170]
  ...
  [ 10  11  13]
  [  9  11  12]
  [  8   9  12]]

 [[169 168 167]
  [168 168 166]
  [167 167 165]
  ...
  [ 10  11  13]
  [  9  11  12]
  [  8   9  12]]

 [[166 166 164]
  [165 165 163]
  [166 166 164]
  ...
  [  9   9  12]
  [  8   9  12]
  [  8   9  12]]]"
32,maksssksksss138.png,face_with_mask,224,92,309,186,"[[[207 209 208]
  [198 200 199]
  [222 224 223]
  ...
  [200 201 200]
  [198 200 199]
  [199 200 199]]

 [[203 204 203]
  [208 210 209]
  [232 233 232]
  ...
  [199 200 199]
  [198 200 198]
  [199 200 199]]

 [[205 207 206]
  [222 223 222]
  [239 240 239]
  ...
  [193 194 194]
  [193 194 194]
  [195 196 196]]

 ...

 [[173 173 171]
  [172 172 171]
  [172 171 170]
  ...
  [ 10  11  13]
  [  9  11  12]
  [  8   9  12]]

 [[169 168 167]
  [168 168 166]
  [167 167 165]
  ...
  [ 10  11  13]
  [  9  11  12]
  [  8   9  12]]

 [[166 166 164]
  [165 165 163]
  [166 166 164]
  ...
  [  9   9  12]
  [  8   9  12]
  [  8   9  12]]]"
33,maksssksksss662.png,face_with_mask,49,80,67,97,"[[[202 167 220]
  [198 166 219]
  [194 165 218]
  ...
  [212 222 206]
  [224 233 215]
  [236 245 226]]

 [[203 168 220]
  [199 167 220]
  [195 166 219]
  ...
  [209 220 204]
  [222 232 214]
  [236 245 227]]

 [[204 169 221]
  [200 167 220]
  [195 166 219]
  ...
  [204 216 200]
  [220 230 214]
  [234 243 227]]

 ...

 [[207 199 206]
  [209 201 208]
  [208 199 206]
  ...
  [193 187 166]
  [192 187 166]
  [190 185 166]]

 [[208 199 206]
  [207 199 206]
  [206 198 205]
  ...
  [191 185 163]
  [191 185 165]
  [191 185 166]]

 [[208 199 206]
  [205 197 204]
  [203 195 202]
  ...
  [188 183 161]
  [191 185 165]
  [191 186 166]]]"
